"","case","id","sex","deg","yrdeg","field","startyr","year","rank","admin","salary"
"408",408,49,"M","PhD",71,"Other",73,82,"Assoc",0,2798
"409",409,49,"M","PhD",71,"Other",73,83,"Assoc",0,2952
"410",410,49,"M","PhD",71,"Other",73,84,"Assoc",0,3243
"411",411,49,"M","PhD",71,"Other",73,85,"Assoc",0,3243
"412",412,49,"M","PhD",71,"Other",73,86,"Assoc",0,3537
"413",413,49,"M","PhD",71,"Other",73,87,"Full",0,3822
"414",414,49,"M","PhD",71,"Other",73,88,"Full",0,4047
"415",415,49,"M","PhD",71,"Other",73,89,"Full",0,4456
"416",416,49,"M","PhD",71,"Other",73,90,"Full",0,4664
"417",417,49,"M","PhD",71,"Other",73,91,"Full",0,5095
"418",418,49,"M","PhD",71,"Other",73,92,"Full",0,5242
"419",419,49,"M","PhD",71,"Other",73,93,"Full",0,5318
"420",420,49,"M","PhD",71,"Other",73,94,"Full",0,5318
"421",421,49,"M","PhD",71,"Other",73,95,"Full",0,5472
"422",422,51,"M","PhD",58,"Other",62,76,"Full",0,2685
"423",423,51,"M","PhD",58,"Other",62,77,"Full",0,2888
"424",424,51,"M","PhD",58,"Other",62,78,"Full",0,3021
"425",425,51,"M","PhD",58,"Other",62,79,"Full",0,3297.015
"426",426,51,"M","PhD",58,"Other",62,80,"Full",0,3597
"427",427,51,"M","PhD",58,"Other",62,81,"Full",0,3943
"428",428,51,"M","PhD",58,"Other",62,82,"Full",0,4000
"429",429,51,"M","PhD",58,"Other",62,83,"Full",0,4220
"430",430,51,"M","PhD",58,"Other",62,84,"Full",0,4505
"431",431,51,"M","PhD",58,"Other",62,85,"Full",0,4505
"432",432,51,"M","PhD",58,"Other",62,86,"Full",0,4641
"433",433,51,"M","PhD",58,"Other",62,87,"Full",0,4874
"434",434,51,"M","PhD",58,"Other",62,88,"Full",0,4944
"435",435,51,"M","PhD",58,"Other",62,89,"Full",0,5366
"436",436,51,"M","PhD",58,"Other",62,90,"Full",0,5617
"437",437,51,"M","PhD",58,"Other",62,91,"Full",0,5878
"438",438,51,"M","PhD",58,"Other",62,92,"Full",0,6048
"439",439,51,"M","PhD",58,"Other",62,93,"Full",0,6223
"440",440,51,"M","PhD",58,"Other",62,94,"Full",0,6223
"441",441,51,"M","PhD",58,"Other",62,95,"Full",0,6496
"442",442,52,"M","PhD",81,"Other",89,89,"Assist",0,5068
"443",443,52,"M","PhD",81,"Other",89,90,"Assist",0,5155
"444",444,52,"M","PhD",81,"Other",89,91,"Assoc",0,6048
"445",445,52,"M","PhD",81,"Other",89,92,"Assoc",0,6496
"446",446,52,"M","PhD",81,"Other",89,93,"Assoc",0,6977
"447",447,52,"M","PhD",81,"Other",89,94,"Assoc",0,6977
"448",448,52,"M","PhD",81,"Other",89,95,"Assoc",0,7283
"449",449,53,"M","PhD",66,"Other",66,76,"Full",0,2232
"450",450,53,"M","PhD",66,"Other",66,77,"Full",0,2460
"451",451,53,"M","PhD",66,"Other",66,78,"Full",0,2585
"452",452,53,"M","PhD",66,"Other",66,79,"Full",0,2880.597
"453",453,53,"M","PhD",66,"Other",66,80,"Full",0,3253
"454",454,53,"M","PhD",66,"Other",66,82,"Full",1,3568
"455",455,53,"M","PhD",66,"Other",66,83,"Full",1,4403
"456",456,53,"M","PhD",66,"Other",66,84,"Full",1,4771
"457",457,53,"M","PhD",66,"Other",66,85,"Full",1,4771
"458",458,53,"M","PhD",66,"Other",66,86,"Full",1,5431
"459",459,53,"M","PhD",66,"Other",66,87,"Full",1,5703
"460",460,53,"M","PhD",66,"Other",66,88,"Full",1,6039
"461",461,53,"M","PhD",66,"Other",66,89,"Full",1,6555
"462",462,53,"M","PhD",66,"Other",66,90,"Full",1,6861
"463",463,53,"M","PhD",66,"Other",66,91,"Full",1,7180
"464",464,53,"M","PhD",66,"Other",66,92,"Full",1,7388
"465",465,53,"M","PhD",66,"Other",66,93,"Full",1,7823
"466",466,53,"M","PhD",66,"Other",66,94,"Full",1,7823
"467",467,53,"M","PhD",66,"Other",66,95,"Full",1,8283
"468",468,54,"F","PhD",92,"Other",95,95,"Assist",0,4875
"469",469,55,"M","PhD",91,"Other",94,94,"Assist",0,4480
"470",470,55,"M","PhD",91,"Other",94,95,"Assist",0,4676
"471",471,56,"M","PhD",93,"Other",93,93,"Assist",0,8000
"472",472,56,"M","PhD",93,"Other",93,94,"Assist",0,8000
"473",473,56,"M","PhD",93,"Other",93,95,"Assist",0,8232
"474",474,58,"F","PhD",74,"Other",75,76,"Assist",0,1624
"475",475,58,"F","PhD",74,"Other",75,77,"Assist",0,1744
"476",476,58,"F","PhD",74,"Other",75,78,"Assist",0,1936
"477",477,58,"F","PhD",74,"Other",75,79,"Assist",0,2196
"478",478,58,"F","PhD",74,"Other",75,80,"Assoc",0,2664
"479",479,58,"F","PhD",74,"Other",75,81,"Assoc",0,3137
"480",480,58,"F","PhD",74,"Other",75,82,"Assoc",0,3275
"481",481,58,"F","PhD",74,"Other",75,83,"Assoc",0,3455
"482",482,58,"F","PhD",74,"Other",75,84,"Full",0,3962
"483",483,58,"F","PhD",74,"Other",75,85,"Full",0,3962
"484",484,58,"F","PhD",74,"Other",75,86,"Full",0,4510
"485",485,58,"F","PhD",74,"Other",75,87,"Full",0,4736
"486",486,58,"F","PhD",74,"Other",75,88,"Full",0,4944
"487",487,58,"F","PhD",74,"Other",75,89,"Full",0,5366
"488",488,58,"F","PhD",74,"Other",75,90,"Full",0,6764
"489",489,58,"F","PhD",74,"Other",75,91,"Full",0,6878
"490",490,58,"F","PhD",74,"Other",75,92,"Full",0,7078
"491",491,58,"F","PhD",74,"Other",75,93,"Full",0,7283
"492",492,58,"F","PhD",74,"Other",75,94,"Full",0,7283
"493",493,58,"F","PhD",74,"Other",75,95,"Full",0,7494
"494",494,59,"F","PhD",89,"Arts",90,90,"Assist",0,3263
"495",495,59,"F","PhD",89,"Arts",90,91,"Assist",0,3318
"496",496,59,"F","PhD",89,"Arts",90,92,"Assist",0,3463
"497",497,59,"F","PhD",89,"Arts",90,93,"Assist",0,3564
"498",498,59,"F","PhD",89,"Arts",90,94,"Assist",0,3564
"499",499,59,"F","PhD",89,"Arts",90,95,"Assist",0,3774
"500",500,60,"M","PhD",79,"Other",81,81,"Assist",0,2556
"501",501,60,"M","PhD",79,"Other",81,82,"Assist",0,2642
"502",502,60,"M","PhD",79,"Other",81,83,"Assist",0,2787
"503",503,60,"M","PhD",79,"Other",81,84,"Assist",0,2935
"504",504,60,"M","PhD",79,"Other",81,85,"Assist",0,2935
"505",505,60,"M","PhD",79,"Other",81,86,"Assist",0,3200
"506",506,60,"M","PhD",79,"Other",81,87,"Assist",0,3361
"507",507,60,"M","PhD",79,"Other",81,88,"Assoc",0,4047
"508",508,60,"M","PhD",79,"Other",81,89,"Assoc",0,4330
"509",509,60,"M","PhD",79,"Other",81,90,"Assoc",0,4468
"510",510,60,"M","PhD",79,"Other",81,91,"Assoc",0,4743
"511",511,60,"M","PhD",79,"Other",81,92,"Assoc",0,4881
"512",512,60,"M","PhD",79,"Other",81,93,"Assoc",0,5168
"513",513,60,"M","PhD",79,"Other",81,94,"Assoc",0,5168
"514",514,60,"M","PhD",79,"Other",81,95,"Assoc",0,5472
"515",515,61,"M","PhD",76,"Other",84,84,"Assoc",0,3434
"516",516,61,"M","PhD",76,"Other",84,85,"Assoc",0,3667
"517",517,61,"M","PhD",76,"Other",84,86,"Assoc",0,4383
"518",518,61,"M","PhD",76,"Other",84,87,"Full",0,4736
"519",519,61,"M","PhD",76,"Other",84,88,"Full",0,4736
"520",520,61,"M","PhD",76,"Other",84,89,"Full",0,6370
"521",521,61,"M","PhD",76,"Other",84,90,"Full",0,6480
"522",522,61,"M","PhD",76,"Other",84,91,"Full",0,6878
"523",523,61,"M","PhD",76,"Other",84,92,"Full",0,7078
"524",524,61,"M","PhD",76,"Other",84,93,"Full",0,7388
"525",525,61,"M","PhD",76,"Other",84,94,"Full",0,7388
"526",526,61,"M","PhD",76,"Other",84,95,"Full",0,8283
"527",527,62,"M","PhD",72,"Other",72,76,"Assist",0,1712
"528",528,62,"M","PhD",72,"Other",72,77,"Assist",0,1942
"529",529,62,"M","PhD",72,"Other",72,78,"Assist",0,2019
"530",530,62,"M","PhD",72,"Other",72,79,"Assoc",0,2243
"531",531,62,"M","PhD",72,"Other",72,80,"Assoc",0,2364.179
"532",532,62,"M","PhD",72,"Other",72,81,"Assoc",0,2532
"533",533,62,"M","PhD",72,"Other",72,82,"Assoc",0,2532
"534",534,62,"M","PhD",72,"Other",72,83,"Assoc",0,2671
"535",535,62,"M","PhD",72,"Other",72,84,"Assoc",0,2851
"536",536,62,"M","PhD",72,"Other",72,85,"Assoc",0,2851
"537",537,62,"M","PhD",72,"Other",72,86,"Assoc",0,3200
"538",538,62,"M","PhD",72,"Other",72,87,"Assoc",0,3361
"539",539,62,"M","PhD",72,"Other",72,88,"Assoc",0,3361
"540",540,62,"M","PhD",72,"Other",72,89,"Assoc",0,3596
"541",541,62,"M","PhD",72,"Other",72,90,"Assoc",0,3711
"542",542,62,"M","PhD",72,"Other",72,91,"Assoc",0,3939
"543",543,62,"M","PhD",72,"Other",72,92,"Assoc",0,3996
"544",544,62,"M","PhD",72,"Other",72,93,"Assoc",0,4053
"545",545,62,"M","PhD",72,"Other",72,94,"Assoc",0,4053
"546",546,62,"M","PhD",72,"Other",72,95,"Assoc",0,4231
"547",547,63,"M","PhD",88,"Other",90,90,"Assist",0,3818
"548",548,63,"M","PhD",88,"Other",90,91,"Assist",0,3883
"549",549,63,"M","PhD",88,"Other",90,92,"Assist",0,3996
"550",550,63,"M","PhD",88,"Other",90,93,"Assist",0,4112
"551",551,63,"M","PhD",88,"Other",90,94,"Assist",0,4112
"552",552,63,"M","PhD",88,"Other",90,95,"Assoc",0,4610
"553",553,64,"M","PhD",64,"Other",65,76,"Assoc",0,2196
"554",554,64,"M","PhD",64,"Other",65,77,"Assoc",0,2638
"555",555,64,"M","PhD",64,"Other",65,78,"Full",0,3156
"556",556,64,"M","PhD",64,"Other",65,79,"Full",0,3459
"557",557,64,"M","PhD",64,"Other",65,80,"Full",0,3852
"558",558,64,"M","PhD",64,"Other",65,81,"Full",0,4485
"559",559,64,"M","PhD",64,"Other",65,82,"Full",1,4817
"560",560,64,"M","PhD",64,"Other",65,83,"Full",0,5133.333
"561",561,64,"M","PhD",64,"Other",65,84,"Full",1,5997
"562",562,64,"M","PhD",64,"Other",65,85,"Full",1,5997
"563",563,64,"M","PhD",64,"Other",65,86,"Full",1,6827
"564",564,64,"M","PhD",64,"Other",65,87,"Full",1,7169
"565",565,64,"M","PhD",64,"Other",65,88,"Full",1,7591
"566",566,64,"M","PhD",64,"Other",65,89,"Full",1,8239
"567",567,64,"M","PhD",64,"Other",65,90,"Full",0,8748
"568",568,64,"M","PhD",64,"Other",65,91,"Full",0,9286
"569",569,64,"M","PhD",64,"Other",65,92,"Full",0,9420
"570",570,64,"M","PhD",64,"Other",65,93,"Full",0,9693
"571",571,64,"M","PhD",64,"Other",65,94,"Full",0,9693
"572",572,64,"M","PhD",64,"Other",65,95,"Full",0,9974
"573",573,65,"M","PhD",70,"Prof",85,85,"Full",1,7110
"574",574,65,"M","PhD",70,"Prof",85,86,"Full",1,7323
"575",575,65,"M","PhD",70,"Prof",85,87,"Full",1,7692
"576",576,65,"M","PhD",70,"Prof",85,88,"Full",0,8633
"577",577,65,"M","PhD",70,"Prof",85,89,"Full",0,8977
"578",578,65,"M","PhD",70,"Prof",85,90,"Full",0,9532
"579",579,65,"M","PhD",70,"Prof",85,91,"Full",0,9833
"580",580,65,"M","PhD",70,"Prof",85,92,"Full",0,9974
"581",581,65,"M","PhD",70,"Prof",85,93,"Full",0,10263
"582",582,65,"M","PhD",70,"Prof",85,94,"Full",0,10263
"583",583,65,"M","PhD",70,"Prof",85,95,"Full",0,10411
"584",584,66,"M","PhD",75,"Prof",77,77,"Assist",0,1834
"585",585,66,"M","PhD",75,"Prof",77,78,"Assist",0,2019
"586",586,66,"M","PhD",75,"Prof",77,79,"Assist",0,2243
"587",587,66,"M","PhD",75,"Prof",77,80,"Assist",0,2507
"588",588,66,"M","PhD",75,"Prof",77,81,"Assoc",0,2920
"589",589,66,"M","PhD",75,"Prof",77,82,"Assoc",0,3260.606
"590",590,66,"M","PhD",75,"Prof",77,83,"Assoc",0,3710
"591",591,66,"M","PhD",75,"Prof",77,84,"Assoc",0,4256
"592",592,66,"M","PhD",75,"Prof",77,85,"Assoc",0,4256
"593",593,66,"M","PhD",75,"Prof",77,86,"Assoc",0,5129
"594",594,66,"M","PhD",75,"Prof",77,87,"Full",0,5543
"595",595,66,"M","PhD",75,"Prof",77,88,"Full",0,5786
"596",596,66,"M","PhD",75,"Prof",77,89,"Full",0,6462
"597",597,66,"M","PhD",75,"Prof",77,90,"Full",0,7162
"598",598,66,"M","PhD",75,"Prof",77,91,"Full",0,7494
"599",599,66,"M","PhD",75,"Prof",77,92,"Full",0,7823
"600",600,66,"M","PhD",75,"Prof",77,93,"Full",0,8049
"601",601,66,"M","PhD",75,"Prof",77,94,"Full",0,8049
"602",602,66,"M","PhD",75,"Prof",77,95,"Full",0,8165
"603",603,67,"M","PhD",68,"Other",88,88,"Full",0,9723
"604",604,67,"M","PhD",68,"Other",88,89,"Full",0,10505
"605",605,67,"M","PhD",68,"Other",88,90,"Full",1,11478
"606",606,67,"M","PhD",68,"Other",88,91,"Full",1,12011
"607",607,67,"M","PhD",68,"Other",88,92,"Full",1,12359
"608",608,67,"M","PhD",68,"Other",88,93,"Full",1,12718
"609",609,67,"M","PhD",68,"Other",88,94,"Full",1,12718
"610",610,67,"M","PhD",68,"Other",88,95,"Full",0,13275
"611",611,68,"M","PhD",77,"Other",83,83,"Assoc",0,3455
"612",612,68,"M","PhD",77,"Other",83,84,"Assoc",0,3852
"613",613,68,"M","PhD",77,"Other",83,85,"Assoc",0,4704
"614",614,68,"M","PhD",77,"Other",83,86,"Assoc",0,4844
"615",615,68,"M","PhD",77,"Other",83,87,"Assoc",0,5087
"616",616,68,"M","PhD",77,"Other",83,88,"Assoc",0,5464
"617",617,68,"M","PhD",77,"Other",83,89,"Full",0,6649
"618",618,68,"M","PhD",77,"Other",83,90,"Full",0,7060
"619",619,68,"M","PhD",77,"Other",83,91,"Full",0,7935
"620",620,68,"M","PhD",77,"Other",83,92,"Full",0,8402
"621",621,68,"M","PhD",77,"Other",83,93,"Full",0,8646
"622",622,68,"M","PhD",77,"Other",83,94,"Full",0,8646
"623",623,68,"M","PhD",77,"Other",83,95,"Full",0,9128
"624",624,69,"M","PhD",81,"Other",81,81,"Assist",0,1957
"625",625,69,"M","PhD",81,"Other",81,82,"Assist",0,2014
"626",626,69,"M","PhD",81,"Other",81,84,"Assist",0,2472
"627",627,69,"M","PhD",81,"Other",81,85,"Assist",0,2472
"628",628,69,"M","PhD",81,"Other",81,86,"Assist",0,2546
"629",629,69,"M","PhD",81,"Other",81,87,"Assist",0,2674
"630",630,69,"M","PhD",81,"Other",81,88,"Assist",0,2955
"631",631,69,"M","PhD",81,"Other",81,89,"Assoc",0,3576.119
"632",632,69,"M","PhD",81,"Other",81,90,"Assoc",0,3764
"633",633,69,"M","PhD",81,"Other",81,91,"Assoc",0,3939
"634",634,69,"M","PhD",81,"Other",81,92,"Assoc",0,3996
"635",635,69,"M","PhD",81,"Other",81,93,"Assoc",0,4112
"636",636,69,"M","PhD",81,"Other",81,94,"Assoc",0,4112
"637",637,69,"M","PhD",81,"Other",81,95,"Assoc",0,4544
"638",638,70,"F","PhD",83,"Other",87,87,"Assist",0,3082
"639",639,70,"F","PhD",83,"Other",87,88,"Assist",0,3217
"640",640,70,"F","PhD",83,"Other",87,89,"Assist",0,3541
"641",641,70,"F","PhD",83,"Other",87,90,"Assist",0,3759
"642",642,70,"F","PhD",83,"Other",87,91,"Assist",0,3991
"643",643,70,"F","PhD",83,"Other",87,92,"Assist",0,4106
"644",644,70,"F","PhD",83,"Other",87,93,"Assoc",0,4348
"645",645,70,"F","PhD",83,"Other",87,94,"Assoc",0,4348
"646",646,70,"F","PhD",83,"Other",87,95,"Assoc",0,4474
"647",647,71,"M","PhD",61,"Other",63,76,"Assist",0,1717
"648",648,71,"M","PhD",61,"Other",63,77,"Assist",0,1623
"649",649,71,"M","PhD",61,"Other",63,78,"Assist",0,1782.09
"650",650,71,"M","PhD",61,"Other",63,79,"Assist",0,1959
"651",651,71,"M","PhD",61,"Other",63,80,"Assist",0,2121
"652",652,71,"M","PhD",61,"Other",63,81,"Assist",0,2290
"653",653,71,"M","PhD",61,"Other",63,82,"Assist",0,2290
"654",654,71,"M","PhD",61,"Other",63,83,"Assist",0,2416
"655",655,71,"M","PhD",61,"Other",63,84,"Assist",0,2507
"656",656,71,"M","PhD",61,"Other",63,85,"Assist",0,2507
"657",657,71,"M","PhD",61,"Other",63,86,"Assoc",0,2696
"658",658,71,"M","PhD",61,"Other",63,87,"Assoc",0,2831
"659",659,71,"M","PhD",61,"Other",63,88,"Assoc",0,3361
"660",660,71,"M","PhD",61,"Other",63,89,"Assoc",0,3648
"661",661,71,"M","PhD",61,"Other",63,90,"Assoc",0,3764
"662",662,71,"M","PhD",61,"Other",63,91,"Assoc",0,3883
"663",663,71,"M","PhD",61,"Other",63,92,"Assoc",0,3996
"664",664,71,"M","PhD",61,"Other",63,93,"Assoc",0,4053
"665",665,71,"M","PhD",61,"Other",63,94,"Assoc",0,4053
"666",666,71,"M","PhD",61,"Other",63,95,"Assoc",0,4231
"667",667,72,"M","PhD",88,"Prof",88,88,"Assist",0,4855
"668",668,72,"M","PhD",88,"Prof",88,89,"Assist",0,4855
"669",669,72,"M","PhD",88,"Prof",88,90,"Assist",0,5229
"670",670,72,"M","PhD",88,"Prof",88,91,"Assist",0,5551
"671",671,72,"M","PhD",88,"Prof",88,92,"Assist",0,5794
"672",672,72,"M","PhD",88,"Prof",88,93,"Assist",0,6048
"673",673,72,"M","PhD",88,"Prof",88,94,"Assoc",0,6223
"674",674,72,"M","PhD",88,"Prof",88,95,"Assoc",0,6404
"675",675,73,"M","PhD",73,"Other",73,76,"Assist",0,1200
"676",676,73,"M","PhD",73,"Other",73,77,"Assist",0,1441
"677",677,73,"M","PhD",73,"Other",73,78,"Assist",0,2000
"678",678,73,"M","PhD",73,"Other",73,79,"Assoc",0,2210
"679",679,73,"M","PhD",73,"Other",73,80,"Assoc",0,2381
"680",680,73,"M","PhD",73,"Other",73,81,"Assoc",0,2677
"681",681,73,"M","PhD",73,"Other",73,82,"Assoc",0,2876
"682",682,73,"M","PhD",73,"Other",73,83,"Assoc",0,3034
"683",683,73,"M","PhD",73,"Other",73,84,"Assoc",0,3240
"684",684,73,"M","PhD",73,"Other",73,85,"Assoc",0,3240
"685",685,73,"M","PhD",73,"Other",73,86,"Assoc",0,3533
"686",686,73,"M","PhD",73,"Other",73,87,"Assoc",0,3711
"687",687,73,"M","PhD",73,"Other",73,88,"Assoc",0,3711
"688",688,73,"M","PhD",73,"Other",73,89,"Assoc",0,3970
"689",689,73,"M","PhD",73,"Other",73,90,"Assoc",0,4155
"690",690,73,"M","PhD",73,"Other",73,91,"Assoc",0,4348
"691",691,73,"M","PhD",73,"Other",73,92,"Assoc",0,4538
"692",692,73,"M","PhD",73,"Other",73,93,"Assoc",0,4670
"693",693,73,"M","PhD",73,"Other",73,94,"Assoc",0,4670
"694",694,73,"M","PhD",73,"Other",73,95,"Assoc",0,4875
"695",695,74,"M","PhD",71,"Other",72,76,"Assoc",0,1743
"696",696,74,"M","PhD",71,"Other",72,77,"Assoc",0,1980
"697",697,74,"M","PhD",71,"Other",72,78,"Assoc",0,2097
"698",698,74,"M","PhD",71,"Other",72,79,"Assoc",0,2285
"699",699,74,"M","PhD",71,"Other",72,80,"Assoc",0,2507
"700",700,74,"M","PhD",71,"Other",72,81,"Assoc",0,2758
"701",701,74,"M","PhD",71,"Other",72,82,"Full",0,3005
"702",702,74,"M","PhD",71,"Other",72,83,"Full",0,3170
"703",703,74,"M","PhD",71,"Other",72,84,"Full",0,3386
"704",704,74,"M","PhD",71,"Other",72,85,"Full",0,3386
"705",705,74,"M","PhD",71,"Other",72,86,"Full",0,3909
"706",706,74,"M","PhD",71,"Other",72,87,"Full",0,5556
"707",707,74,"M","PhD",71,"Other",72,88,"Full",0,5556
"708",708,74,"M","PhD",71,"Other",72,89,"Full",0,5931
"709",709,74,"M","PhD",71,"Other",72,90,"Full",0,6297
"710",710,74,"M","PhD",71,"Other",72,91,"Full",0,6496
"711",711,74,"M","PhD",71,"Other",72,92,"Full",0,6684
"712",712,74,"M","PhD",71,"Other",72,93,"Full",0,6878
"713",713,74,"M","PhD",71,"Other",72,94,"Full",0,6878
"714",714,74,"M","PhD",71,"Other",72,95,"Full",0,7180
"715",715,75,"M","PhD",72,"Other",71,76,"Assoc",0,2245
"716",716,75,"M","PhD",72,"Other",71,77,"Assoc",0,2461.194
"717",717,75,"M","PhD",72,"Other",71,78,"Assoc",0,2584
"718",718,75,"M","PhD",72,"Other",71,79,"Assoc",0,2842
"719",719,75,"M","PhD",72,"Other",71,80,"Assoc",0,3077
"720",720,75,"M","PhD",72,"Other",71,81,"Assoc",0,3517
"721",721,75,"M","PhD",72,"Other",71,82,"Assoc",0,3777
"722",722,75,"M","PhD",72,"Other",71,83,"Full",0,4468
"723",723,75,"M","PhD",72,"Other",71,84,"Full",0,5125
"724",724,75,"M","PhD",72,"Other",71,85,"Full",0,5125
"725",725,75,"M","PhD",72,"Other",71,86,"Full",0,6447
"726",726,75,"M","PhD",72,"Other",71,87,"Full",0,6771
"727",727,75,"M","PhD",72,"Other",71,88,"Full",0,7169
"728",728,75,"M","PhD",72,"Other",71,89,"Full",0,8122
"729",729,75,"M","PhD",72,"Other",71,90,"Full",1,8748
"730",730,75,"M","PhD",72,"Other",71,91,"Full",1,9286
"731",731,75,"M","PhD",72,"Other",71,92,"Full",1,9693
"732",732,75,"M","PhD",72,"Other",71,93,"Full",0,10118
"733",733,75,"M","PhD",72,"Other",71,94,"Full",0,10118
"734",734,75,"M","PhD",72,"Other",71,95,"Full",0,10442
"735",735,76,"M","PhD",57,"Other",65,76,"Full",1,3061
"736",736,76,"M","PhD",57,"Other",65,77,"Full",1,3340
"737",737,76,"M","PhD",57,"Other",65,79,"Full",1,4060
"738",738,76,"M","PhD",57,"Other",65,80,"Full",0,4473.134
"739",739,76,"M","PhD",57,"Other",65,81,"Full",0,4749
"740",740,76,"M","PhD",57,"Other",65,82,"Full",0,4817
"741",741,76,"M","PhD",57,"Other",65,83,"Full",0,5082
"742",742,76,"M","PhD",57,"Other",65,84,"Full",0,5274
"743",743,76,"M","PhD",57,"Other",65,85,"Full",0,5274
"744",744,76,"M","PhD",57,"Other",65,86,"Full",0,5917
"745",745,76,"M","PhD",57,"Other",65,87,"Full",0,6214
"746",746,76,"M","PhD",57,"Other",65,88,"Full",0,6304
"747",747,76,"M","PhD",57,"Other",65,89,"Full",0,6711.94
"748",748,76,"M","PhD",57,"Other",65,90,"Full",0,7060
"749",749,76,"M","PhD",57,"Other",65,91,"Full",0,7388
"750",750,76,"M","PhD",57,"Other",65,92,"Full",0,7602
"751",751,76,"M","PhD",57,"Other",65,93,"Full",0,7712
"752",752,76,"M","PhD",57,"Other",65,94,"Full",0,7712
"753",753,76,"M","PhD",57,"Other",65,95,"Full",0,7823
"754",754,77,"M","PhD",60,"Other",65,76,"Full",0,2726
"755",755,77,"M","PhD",60,"Other",65,77,"Full",0,3021
"756",756,77,"M","PhD",60,"Other",65,78,"Full",1,3105
"757",757,77,"M","PhD",60,"Other",65,79,"Full",0,3856
"758",758,77,"M","PhD",60,"Other",65,80,"Full",0,4062
"759",759,77,"M","PhD",60,"Other",65,81,"Full",0,4358
"760",760,77,"M","PhD",60,"Other",65,82,"Full",0,4485
"761",761,77,"M","PhD",60,"Other",65,83,"Full",0,4732
"762",762,77,"M","PhD",60,"Other",65,84,"Full",0,5125
"763",763,77,"M","PhD",60,"Other",65,85,"Full",0,5125
"764",764,77,"M","PhD",60,"Other",65,86,"Full",0,5917
"765",765,77,"M","PhD",60,"Other",65,87,"Full",1,6580
"766",766,77,"M","PhD",60,"Other",65,88,"Full",1,6967
"767",767,77,"M","PhD",60,"Other",65,89,"Full",1,7671
"768",768,77,"M","PhD",60,"Other",65,90,"Full",0,8145
"769",769,77,"M","PhD",60,"Other",65,91,"Full",0,8646
"770",770,77,"M","PhD",60,"Other",65,92,"Full",0,8896
"771",771,77,"M","PhD",60,"Other",65,93,"Full",0,9154
"772",772,77,"M","PhD",60,"Other",65,94,"Full",0,9154
"773",773,77,"M","PhD",60,"Other",65,95,"Full",0,9420
"774",774,78,"M","PhD",72,"Other",83,83,"Assist",0,2247
"775",775,78,"M","PhD",72,"Other",83,84,"Assist",0,2504
"776",776,78,"M","PhD",72,"Other",83,85,"Assist",0,2504
"777",777,78,"M","PhD",72,"Other",83,86,"Assist",0,2976
"778",778,78,"M","PhD",72,"Other",83,87,"Assist",0,3126
"779",779,78,"M","PhD",72,"Other",83,88,"Assist",0,3310
"780",780,78,"M","PhD",72,"Other",83,89,"Assoc",0,3858
"781",781,78,"M","PhD",72,"Other",83,90,"Assoc",0,4276
"782",782,78,"M","PhD",72,"Other",83,91,"Assoc",0,4604
"783",783,78,"M","PhD",72,"Other",83,92,"Assoc",0,4806
"784",784,78,"M","PhD",72,"Other",83,93,"Assoc",0,5016
"785",785,78,"M","PhD",72,"Other",83,94,"Assoc",0,5016
"786",786,78,"M","PhD",72,"Other",83,95,"Assoc",0,5236
"787",787,81,"M","PhD",64,"Other",64,76,"Assoc",0,1910
"788",788,81,"M","PhD",64,"Other",64,77,"Assoc",0,2097
"789",789,81,"M","PhD",64,"Other",64,78,"Assoc",0,2176
"790",790,81,"M","PhD",64,"Other",64,79,"Assoc",0,2369
"791",791,81,"M","PhD",64,"Other",64,80,"Assoc",0,2507
"792",792,81,"M","PhD",64,"Other",64,81,"Assoc",0,2758
"793",793,81,"M","PhD",64,"Other",64,82,"Assoc",0,2758
"794",794,81,"M","PhD",64,"Other",64,83,"Assoc",0,2910
"795",795,81,"M","PhD",64,"Other",64,85,"Assoc",0,3020
"796",796,81,"M","PhD",64,"Other",64,86,"Assoc",0,3110
"797",797,81,"M","PhD",64,"Other",64,87,"Assoc",0,3266
"798",798,81,"M","PhD",64,"Other",64,88,"Assoc",0,3361
"799",799,81,"M","PhD",64,"Other",64,89,"Assoc",0,3648
"800",800,81,"M","PhD",64,"Other",64,90,"Assoc",0,3764
"801",801,81,"M","PhD",64,"Other",64,91,"Assoc",0,4053
"802",802,81,"M","PhD",64,"Other",64,92,"Assoc",0,4292
"803",803,81,"M","PhD",64,"Other",64,93,"Assoc",0,4416
"804",804,81,"M","PhD",64,"Other",64,94,"Assoc",0,4416
"805",805,81,"M","PhD",64,"Other",64,95,"Assoc",0,4544
"806",806,82,"M","PhD",65,"Other",69,76,"Assoc",0,2018
"807",807,82,"M","PhD",65,"Other",69,77,"Assoc",0,2216
"808",808,82,"M","PhD",65,"Other",69,78,"Full",0,2419
"809",809,82,"M","PhD",65,"Other",69,79,"Full",0,2671
"810",810,82,"M","PhD",65,"Other",69,80,"Full",0,2869
"811",811,82,"M","PhD",65,"Other",69,81,"Full",0,3137
"812",812,82,"M","PhD",65,"Other",69,82,"Full",0,3228
"813",813,82,"M","PhD",65,"Other",69,83,"Full",0,3406
"814",814,82,"M","PhD",65,"Other",69,84,"Full",0,3851
"815",815,82,"M","PhD",65,"Other",69,85,"Full",1,3851
"816",816,82,"M","PhD",65,"Other",69,86,"Full",1,4575
"817",817,82,"M","PhD",65,"Other",69,87,"Full",1,4805
